record_id,category,value,timestamp
150,C,479.56,2024-12-31T20:41:36
151,A,95.64,2025-01-07T12:49:59
152,A,205.28,2024-12-30T07:29:22
153,C,273.39,2024-12-25T22:38:33
154,B,11.46,2024-12-27T00:59:57
155,A,154.45,2024-12-29T16:42:00
156,D,328.25,2024-12-28T14:04:17
157,B,145.19,2024-12-19T13:44:34
158,A,476.75,2024-12-19T08:26:40
159,D,288.25,2025-01-08T18:45:49
160,A,260.53,2024-12-21T02:49:34
161,A,182.54,2025-01-08T20:39:49
162,D,449.16,2025-01-08T01:36:41
163,A,96.62,2024-12-16T16:04:09
164,B,276.86,2024-12-21T02:03:36
165,D,157.74,2025-01-07T22:01:32
166,B,111.8,2024-12-29T20:11:09
167,A,186.37,2025-01-01T14:39:46
168,D,408.68,2025-01-10T13:42:14
169,A,150.84,2024-12-28T13:21:32
170,C,284.51,2025-01-03T19:38:37
171,C,441.34,2024-12-27T01:46:55
172,C,402.6,2025-01-10T03:04:34
173,B,254.23,2024-12-23T14:35:43
174,B,175.44,2024-12-29T04:37:55
175,C,215.55,2025-01-09T10:13:34
176,A,385.66,2025-01-03T13:25:59
177,C,68.03,2025-01-12T09:50:17
178,C,482.74,2024-12-28T23:42:25
179,D,384.28,2025-01-03T09:06:20
180,B,128.63,2024-12-21T07:34:29
181,C,145.35,2025-01-07T07:57:42
182,C,44.82,2025-01-14T17:14:36
183,C,220.51,2025-01-09T08:59:52
184,D,357.42,2025-01-14T21:12:52
185,D,221.7,2024-12-31T17:35:58
186,D,457.94,2025-01-08T20:34:07
187,D,287.72,2025-01-01T08:29:29
188,B,45.48,2024-12-30T19:17:34
189,A,493.59,2024-12-18T12:14:44
190,C,104.04,2025-01-01T12:47:21
191,C,420.67,2024-12-29T02:31:22
192,D,451.89,2024-12-28T22:38:38
193,B,242.62,2024-12-22T06:49:29
194,D,46.33,2024-12-24T06:08:04
195,C,287.46,2024-12-22T22:58:01
196,B,290.83,2025-01-01T02:01:43
197,D,292.31,2024-12-19T19:01:57
198,A,225.6,2024-12-22T23:43:49
199,D,127.25,2024-12-16T08:59:16
200,A,440.65,2024-12-22T20:55:00
201,B,189.93,2025-01-01T12:08:19
202,C,30.51,2025-01-11T08:10:26
203,D,393.32,2024-12-16T20:29:25
204,B,472.38,2024-12-29T17:03:41
205,D,208.2,2024-12-16T04:11:34
206,A,102.63,2024-12-29T12:55:24
207,B,400.74,2024-12-20T08:21:23
208,D,227.12,2025-01-05T22:04:11
209,C,271.36,2025-01-13T23:50:49
210,D,362.27,2024-12-16T09:14:00
211,D,322.11,2024-12-16T06:50:32
212,C,474.24,2024-12-18T21:58:51
213,C,476.57,2024-12-29T02:54:20
214,A,342.92,2024-12-31T13:47:19
215,C,337.16,2024-12-23T14:47:37
216,B,422.94,2025-01-14T02:14:00
217,B,20.98,2024-12-24T07:56:06
218,D,410.78,2024-12-21T13:03:59
219,B,211.49,2024-12-27T18:29:01
220,B,168.79,2025-01-12T22:18:35
221,B,239.18,2024-12-18T15:23:27
222,B,416.68,2025-01-06T20:54:32
223,A,77.48,2024-12-25T23:59:24
224,D,251.93,2025-01-07T03:29:23
225,B,184.04,2024-12-19T19:32:47
226,A,239.28,2025-01-08T10:03:03
227,B,136.95,2025-01-06T19:48:55
228,C,56.71,2025-01-09T10:57:09
229,A,415.49,2025-01-07T07:38:07
230,D,95.54,2025-01-10T22:08:14
231,C,64.55,2024-12-20T22:24:23
232,C,218.43,2024-12-27T16:40:21
233,D,55.97,2024-12-16T14:56:12
234,A,467.76,2025-01-06T17:43:09
235,A,439.24,2025-01-04T15:36:41
236,D,236.86,2025-01-14T00:00:27
237,D,178.37,2025-01-11T06:00:36
238,A,392.21,2024-12-20T06:38:47
239,A,31.02,2024-12-23T03:05:44
240,A,380.56,2025-01-12T13:29:48
241,B,426.15,2025-01-04T08:37:20
242,C,336.28,2025-01-08T12:06:40
243,C,65.72,2024-12-23T21:07:32
244,A,398.49,2025-01-07T09:07:07
245,C,43.27,2024-12-24T13:15:20
246,C,318.08,2025-01-07T07:50:13
247,C,155.79,2024-12-22T22:21:56
248,A,420.38,2024-12-19T21:57:26
249,C,421.07,2025-01-09T09:03:04
250,A,258.86,2025-01-04T05:10:49
251,A,257.97,2024-12-20T09:44:42
252,A,126.38,2025-01-08T02:21:27
253,B,184.8,2024-12-17T08:00:13
254,D,247.29,2025-01-11T07:07:10
255,A,162.87,2024-12-18T10:30:21
256,C,427.83,2025-01-14T00:01:02
257,C,315.91,2025-01-13T14:01:57
258,B,486.77,2025-01-05T10:59:12
259,D,421.76,2024-12-26T07:16:57
260,C,403.69,2025-01-04T08:49:49
261,C,15.79,2025-01-01T05:09:01
262,D,478.42,2025-01-14T12:46:27
263,D,151.24,2024-12-24T05:30:24
264,B,417.8,2025-01-05T20:57:24
265,B,41.11,2025-01-02T03:08:15
266,A,324.38,2025-01-13T13:22:34
267,D,78.0,2024-12-29T08:48:27
268,C,86.15,2025-01-13T21:47:52
269,C,53.83,2025-01-02T08:02:40
270,A,332.99,2025-01-08T18:11:01
271,A,109.69,2025-01-06T20:43:49
272,B,47.79,2024-12-16T13:35:09
273,D,241.74,2025-01-07T05:57:41
274,C,24.77,2025-01-04T20:31:43
275,A,245.23,2024-12-19T22:20:54
276,B,394.72,2024-12-25T18:50:05
277,C,104.49,2024-12-18T16:02:49
278,C,463.79,2025-01-09T15:40:03
279,D,407.74,2025-01-11T23:26:56
280,B,148.94,2024-12-20T09:29:58
281,D,342.46,2024-12-21T20:43:50
282,B,415.03,2024-12-30T20:24:10
283,D,451.14,2024-12-20T23:01:11
284,B,235.7,2025-01-05T06:49:51
285,A,220.4,2024-12-28T06:11:35
286,C,474.06,2024-12-21T19:13:26
287,D,12.14,2025-01-10T04:01:15
288,C,82.58,2025-01-13T23:58:32
289,A,141.55,2024-12-21T04:46:32
290,D,98.86,2024-12-26T03:45:56
291,D,204.63,2024-12-29T00:21:13
292,A,420.36,2025-01-01T00:29:28
293,C,110.91,2025-01-01T18:31:31
294,A,465.42,2025-01-12T22:59:27
295,D,155.24,2024-12-27T02:41:24
296,D,83.36,2024-12-30T23:31:54
297,C,93.16,2024-12-23T20:39:42
298,A,319.23,2025-01-05T16:24:40
299,B,12.93,2024-12-19T14:03:47
300,B,114.72,2025-01-08T15:31:17
301,A,249.48,2024-12-18T05:47:36
302,A,97.75,2025-01-10T05:30:19
303,D,371.85,2024-12-23T10:16:00
304,C,33.41,2025-01-13T22:12:57
305,B,140.13,2024-12-18T09:00:49
306,D,317.78,2024-12-21T10:30:21
307,D,422.87,2025-01-13T15:17:19
308,B,38.66,2024-12-17T13:42:06
309,A,296.37,2024-12-22T03:09:51
310,B,382.04,2024-12-23T11:25:15
311,B,408.13,2025-01-01T17:02:26
312,C,181.61,2025-01-03T16:09:26
313,B,152.1,2024-12-30T04:16:37
314,C,449.85,2024-12-28T07:22:52
315,C,287.46,2024-12-31T04:52:35
316,C,472.16,2025-01-03T00:33:06
317,A,229.8,2024-12-22T20:26:36
318,B,17.97,2025-01-01T12:46:41
319,B,196.18,2024-12-30T09:10:30
320,A,363.93,2025-01-08T08:43:24
321,D,234.37,2024-12-20T19:47:48
322,B,427.3,2025-01-02T02:41:26
323,A,215.77,2025-01-04T14:49:32
324,D,83.82,2024-12-30T03:53:49
325,C,235.24,2024-12-24T13:46:31
326,D,142.49,2025-01-09T23:56:18
327,D,118.85,2024-12-26T14:33:20
328,B,243.26,2024-12-19T09:11:34
329,D,240.04,2025-01-09T13:48:07
330,D,204.47,2025-01-04T08:37:48
331,D,214.31,2024-12-27T14:17:38
332,D,258.6,2025-01-02T17:35:22
333,D,435.06,2025-01-07T03:34:55
334,C,73.34,2025-01-01T11:07:17
335,D,97.08,2025-01-14T14:06:06
336,B,314.34,2025-01-13T18:59:20
337,D,413.21,2025-01-02T16:27:08
338,B,377.81,2024-12-30T22:46:00
339,B,417.13,2025-01-02T17:28:42
340,A,251.77,2024-12-26T09:40:29
341,B,176.51,2024-12-27T04:41:41
342,B,202.84,2024-12-31T07:05:23
343,D,163.42,2024-12-20T07:45:07
344,B,80.36,2025-01-03T06:47:02
345,C,268.66,2025-01-04T21:20:54
346,B,227.71,2024-12-21T02:24:15
347,D,218.83,2024-12-29T05:53:30
348,B,369.45,2024-12-26T21:46:01
349,C,396.13,2025-01-08T06:09:57
350,C,496.25,2024-12-31T23:13:34
351,C,291.43,2024-12-24T23:01:41
352,B,208.96,2025-01-09T00:23:35
353,B,374.47,2024-12-26T07:15:04
354,A,153.58,2025-01-07T18:14:02
355,B,169.22,2025-01-14T23:36:58
356,D,274.14,2025-01-01T07:19:00
357,B,499.6,2024-12-30T21:48:39
358,B,74.7,2025-01-13T17:50:05
359,D,230.85,2024-12-20T02:07:37
360,C,150.17,2025-01-06T12:28:13
361,C,454.19,2025-01-14T12:07:52
362,B,290.76,2024-12-31T09:32:37
363,B,267.1,2025-01-06T03:26:26
364,A,357.49,2025-01-08T16:21:52
365,D,112.56,2024-12-22T04:56:22
366,D,293.91,2024-12-28T06:18:17
367,D,403.37,2025-01-12T14:40:32
368,D,158.39,2024-12-18T17:03:17
369,A,335.17,2025-01-03T21:50:53
370,D,405.69,2025-01-13T01:24:32
371,A,342.9,2024-12-20T01:52:10
372,B,282.08,2025-01-14T20:43:16
373,D,398.31,2024-12-17T07:15:46
374,A,73.91,2024-12-31T08:32:01
375,A,445.63,2024-12-17T05:41:22
376,A,156.38,2025-01-14T23:27:31
377,A,125.32,2024-12-26T10:30:20
378,D,60.23,2025-01-05T13:33:39
379,A,262.09,2024-12-31T08:28:02
380,B,17.1,2025-01-01T14:02:02
381,A,396.0,2025-01-09T03:05:31
382,D,383.74,2025-01-07T09:40:47
383,C,223.4,2024-12-29T17:14:02
384,A,226.62,2024-12-29T11:33:12
385,D,121.97,2025-01-10T05:22:30
386,C,447.58,2024-12-19T11:30:46
387,C,340.0,2024-12-31T14:57:47
388,C,375.22,2024-12-29T00:07:12
389,C,251.32,2024-12-17T03:07:13
390,C,317.52,2025-01-14T21:11:56
391,A,135.37,2024-12-26T08:09:09
392,C,161.9,2024-12-30T18:42:22
393,A,338.2,2024-12-25T05:23:35
394,A,483.44,2024-12-28T04:36:54
395,D,267.79,2025-01-09T21:15:09
396,C,195.25,2025-01-12T23:55:54
397,A,400.25,2025-01-08T08:07:29
398,B,33.88,2024-12-31T13:34:35
399,C,64.85,2025-01-08T21:17:02
400,D,179.9,2025-01-02T00:27:20
401,B,139.66,2024-12-28T01:57:22
402,C,393.45,2025-01-12T15:32:52
403,C,13.16,2024-12-18T15:41:11
404,C,11.94,2025-01-10T07:19:27
405,A,314.8,2025-01-13T17:05:59
406,A,74.57,2024-12-29T17:39:24
407,A,40.46,2025-01-13T20:42:42
408,A,496.86,2025-01-10T07:05:20
409,D,488.68,2024-12-28T12:26:38
410,D,118.8,2025-01-02T02:42:18
411,A,436.16,2024-12-27T20:39:46
412,B,418.59,2025-01-14T06:36:48
413,B,457.1,2025-01-08T02:45:03
414,C,115.63,2024-12-27T20:57:22
415,A,148.69,2025-01-14T07:11:20
416,B,390.36,2025-01-01T10:05:17
417,B,145.7,2024-12-24T08:13:17
418,D,419.37,2025-01-01T17:26:31
419,D,67.19,2025-01-12T05:49:17
420,D,180.69,2024-12-18T02:09:26
421,C,38.92,2024-12-30T06:22:33
422,D,389.28,2025-01-05T01:07:17
423,B,454.78,2025-01-06T22:42:54
424,D,377.64,2025-01-05T19:17:42
425,A,59.31,2025-01-10T13:05:14
426,A,440.32,2025-01-11T22:01:13
427,D,97.18,2025-01-12T10:19:37
428,A,44.25,2024-12-26T15:32:55
429,B,24.68,2025-01-05T21:18:25
430,D,375.51,2024-12-20T23:01:52
431,B,131.45,2024-12-22T00:19:25
432,D,310.32,2025-01-06T21:27:44
433,B,364.97,2025-01-09T08:40:18
434,A,381.0,2025-01-13T19:30:29
435,A,206.68,2024-12-23T18:58:08
436,B,252.13,2025-01-12T10:12:25
437,D,86.15,2024-12-16T12:44:37
438,D,26.68,2024-12-21T07:31:52
439,A,224.77,2025-01-01T18:27:15
440,B,88.23,2024-12-28T17:13:04
441,B,167.06,2024-12-20T11:02:22
442,C,78.39,2024-12-31T15:52:57
443,A,82.46,2024-12-26T06:03:36
444,B,171.67,2025-01-04T07:09:44
445,D,416.8,2024-12-21T00:34:56
446,B,301.68,2025-01-06T08:37:52
447,D,308.66,2024-12-29T20:01:14
448,A,275.44,2024-12-16T18:09:31
449,B,365.17,2024-12-25T11:55:57
450,A,381.67,2024-12-19T03:21:56
451,D,126.84,2025-01-01T12:11:43
452,D,441.54,2024-12-16T10:23:57
453,D,251.54,2024-12-29T00:04:54
454,B,226.93,2024-12-27T17:18:57
455,A,42.27,2024-12-25T12:33:26
456,C,437.65,2025-01-13T22:07:03
457,B,364.23,2025-01-12T23:32:08
458,C,429.77,2025-01-07T15:15:51
459,A,428.05,2025-01-14T04:31:05
460,B,457.13,2025-01-11T19:55:46
461,A,314.05,2024-12-21T22:50:34
462,D,476.77,2025-01-06T05:35:44
463,A,294.72,2024-12-28T22:34:10
464,C,403.56,2025-01-07T03:06:31
465,D,217.0,2024-12-30T16:35:48
466,C,283.53,2024-12-21T23:40:39
467,C,278.68,2024-12-26T07:27:17
468,A,165.14,2025-01-04T13:26:44
469,D,319.22,2025-01-08T05:26:03
470,B,57.45,2024-12-25T21:40:48
471,C,449.2,2025-01-06T03:03:18
472,B,334.86,2024-12-16T05:52:14
473,D,42.92,2024-12-21T14:24:34
474,B,73.65,2025-01-01T05:58:55
475,D,463.54,2024-12-28T03:10:32
476,A,449.92,2024-12-19T13:31:10
477,D,291.79,2025-01-14T10:11:57
478,A,191.21,2025-01-07T10:49:30
479,D,116.83,2024-12-27T17:19:35
480,B,76.66,2025-01-01T23:31:21
481,A,154.46,2025-01-06T10:33:02
482,A,107.08,2024-12-16T21:58:27
483,B,99.4,2025-01-03T11:58:28
484,D,212.96,2025-01-07T18:32:56
485,C,24.06,2025-01-06T08:32:03
486,B,184.4,2025-01-12T03:34:07
487,D,273.24,2025-01-08T16:01:44
488,C,430.17,2025-01-02T22:38:38
489,A,52.81,2025-01-08T04:35:20
490,D,87.97,2024-12-20T21:57:09
491,A,164.7,2025-01-01T17:28:12
492,C,262.87,2025-01-03T04:33:02
493,B,421.66,2024-12-29T11:46:31
494,D,368.65,2024-12-27T23:23:19
495,A,491.49,2024-12-31T22:38:24
496,A,319.0,2024-12-27T09:36:16
497,D,344.31,2024-12-21T12:39:22
498,A,31.34,2024-12-20T10:16:53
499,B,300.65,2025-01-11T12:30:20
500,B,141.86,2025-01-08T13:33:02
501,A,183.84,2024-12-20T04:12:38
502,A,134.93,2024-12-30T00:46:28
503,A,264.38,2024-12-29T02:43:57
504,A,211.69,2024-12-31T17:11:36
505,D,268.26,2024-12-28T04:24:05
506,B,454.53,2024-12-24T10:49:09
507,B,108.82,2024-12-24T06:54:52
508,A,168.54,2024-12-25T04:02:58
509,A,290.38,2024-12-31T12:03:21
510,A,211.3,2024-12-20T15:46:18
511,C,318.27,2025-01-10T06:24:15
512,C,28.73,2025-01-04T00:27:21
513,C,432.24,2024-12-17T01:40:29
514,D,498.0,2025-01-14T17:18:41
515,C,135.22,2025-01-07T14:53:34
516,A,267.74,2025-01-10T05:36:01
517,B,408.06,2024-12-24T14:36:00
518,D,99.37,2024-12-22T08:18:27
519,A,44.73,2025-01-10T01:32:21
520,A,152.02,2025-01-14T05:42:08
521,D,420.19,2024-12-29T10:20:47
522,B,40.44,2024-12-24T19:33:19
523,D,321.12,2025-01-08T08:55:51
524,A,59.64,2025-01-05T14:35:32
525,A,96.49,2024-12-21T10:42:45
526,B,155.54,2025-01-13T02:15:53
527,B,417.38,2024-12-31T07:34:29
528,A,424.25,2024-12-23T14:26:19
529,A,466.43,2024-12-16T12:00:31
530,C,204.58,2025-01-01T17:01:19
531,C,428.2,2024-12-31T02:31:23
532,C,26.33,2025-01-01T23:00:21
533,A,23.16,2025-01-03T21:18:54
534,A,95.81,2024-12-21T16:58:30
535,D,294.49,2024-12-31T20:44:00
536,A,105.25,2025-01-10T05:08:01
537,D,276.84,2025-01-11T23:32:06
538,C,441.85,2025-01-05T03:12:53
539,D,297.51,2024-12-31T04:13:18
540,C,390.67,2024-12-23T19:40:22
541,B,372.04,2024-12-25T14:03:05
542,B,400.07,2024-12-30T10:47:27
543,A,230.11,2025-01-04T03:09:17
544,C,368.02,2024-12-17T00:59:00
545,C,324.85,2024-12-23T15:49:23
546,C,491.02,2024-12-20T13:38:26
547,C,482.2,2024-12-26T17:03:10
548,D,494.71,2024-12-23T17:43:45
549,A,465.12,2025-01-14T17:37:58
550,D,150.12,2025-01-11T21:40:03
551,A,269.24,2024-12-22T00:57:40
552,D,171.03,2024-12-16T03:11:37
553,C,428.63,2025-01-02T21:17:28
554,D,98.62,2025-01-10T08:53:22
555,B,301.67,2024-12-31T11:38:10
556,A,221.39,2024-12-17T04:34:38
557,C,112.77,2024-12-17T11:52:27
558,C,259.37,2025-01-03T22:14:48
559,B,72.85,2025-01-09T01:41:11
560,D,93.9,2025-01-07T21:50:45
561,D,77.6,2024-12-21T17:31:45
562,D,177.4,2025-01-11T06:21:18
563,D,284.22,2024-12-27T02:52:26
564,B,389.31,2024-12-28T10:02:03
565,D,30.78,2024-12-30T13:53:31
566,D,344.49,2025-01-09T03:29:47
567,A,496.34,2025-01-14T19:44:44
568,D,261.61,2025-01-02T02:26:43
569,C,396.34,2025-01-03T03:04:59
570,A,54.58,2025-01-07T18:02:16
571,A,206.3,2025-01-02T01:46:46
572,A,91.05,2024-12-22T22:00:36
573,C,107.4,2024-12-30T07:33:53
574,B,236.66,2024-12-20T11:23:02
575,B,93.59,2025-01-13T21:09:06
576,C,483.96,2025-01-05T07:57:22
577,C,361.01,2024-12-26T15:13:04
578,C,432.07,2024-12-22T00:06:30
579,D,156.02,2024-12-22T15:11:14
580,A,76.35,2024-12-24T10:33:06
581,C,452.65,2024-12-19T19:57:45
582,B,53.66,2024-12-17T09:31:58
583,B,246.93,2024-12-18T10:05:17
584,A,450.58,2024-12-17T21:36:46
585,D,478.29,2025-01-02T22:16:22
586,A,154.51,2024-12-30T19:45:41
587,B,328.46,2024-12-28T01:54:57
588,D,111.78,2025-01-06T08:11:37
589,B,130.19,2024-12-25T04:23:08
590,A,191.01,2025-01-02T01:48:03
591,D,298.71,2025-01-14T05:05:53
592,C,363.46,2025-01-10T23:27:02
593,A,81.05,2024-12-19T17:41:04
594,C,320.42,2024-12-19T00:29:03
595,D,207.95,2025-01-08T09:23:48
596,D,491.53,2025-01-12T20:45:41
597,A,482.27,2024-12-22T15:15:14
598,D,178.26,2024-12-25T20:53:22
599,B,243.65,2024-12-30T03:02:01
600,A,317.77,2024-12-27T16:39:51
601,B,277.33,2024-12-31T10:55:14
602,C,11.44,2025-01-02T02:23:54
603,A,372.07,2024-12-18T18:31:32
604,B,189.95,2024-12-27T02:06:19
605,B,469.37,2025-01-02T05:54:15
606,B,437.44,2025-01-11T02:25:28
607,D,166.82,2024-12-27T06:47:45
608,B,275.38,2024-12-29T12:47:46
609,C,419.89,2024-12-19T20:55:36
610,B,283.24,2024-12-24T07:43:29
611,B,467.24,2025-01-14T06:55:34
612,A,170.98,2025-01-04T16:09:39
613,A,258.81,2024-12-31T10:45:11
614,B,252.76,2025-01-05T20:37:36
615,D,397.84,2025-01-05T21:31:25
616,A,223.18,2024-12-23T01:19:40
617,C,336.06,2024-12-29T16:55:28
618,D,479.01,2025-01-11T21:49:58
619,C,133.63,2025-01-13T08:21:11
620,C,23.53,2025-01-02T18:57:46
621,D,110.51,2025-01-11T09:52:29
622,B,257.84,2024-12-21T09:48:36
623,D,332.44,2024-12-19T21:47:26
624,A,324.97,2025-01-14T00:24:24
625,D,20.28,2025-01-06T14:16:32
626,B,349.59,2025-01-01T03:16:53
627,D,33.91,2024-12-18T10:10:54
628,A,205.11,2025-01-14T01:08:54
629,D,324.91,2024-12-22T19:13:15
630,D,222.13,2024-12-16T15:59:12
631,A,239.96,2024-12-16T10:32:24
632,B,335.05,2025-01-09T15:54:03
633,B,391.9,2025-01-05T06:48:05
634,B,224.05,2024-12-22T10:39:16
635,D,34.9,2024-12-24T22:26:40
636,C,211.21,2024-12-22T01:24:40
637,D,442.03,2025-01-04T11:45:45
638,D,100.95,2025-01-12T12:11:01
639,D,98.09,2024-12-25T12:23:00
640,B,367.6,2025-01-04T01:10:00
641,D,294.29,2024-12-23T18:42:31
642,B,202.38,2025-01-02T10:07:32
643,A,32.71,2025-01-09T13:50:14
644,C,50.42,2025-01-04T13:11:01
645,B,310.61,2024-12-25T05:51:24
646,D,413.56,2025-01-10T00:07:21
647,A,259.91,2025-01-14T06:19:44
648,D,315.6,2024-12-25T06:12:36
649,A,351.48,2025-01-09T11:21:59
650,D,73.44,2024-12-17T09:19:45
651,C,172.8,2024-12-28T23:00:10
652,B,481.8,2024-12-29T07:39:46
653,C,362.93,2024-12-16T08:52:45
654,B,355.61,2024-12-19T06:12:36
655,D,129.79,2025-01-13T13:34:49
656,B,48.0,2025-01-02T19:42:53
657,A,415.66,2024-12-18T15:57:28
658,B,428.18,2024-12-23T03:49:54
659,C,411.3,2024-12-26T03:19:14
660,A,442.18,2024-12-31T06:44:55
661,D,61.3,2024-12-22T05:46:52
662,D,397.03,2024-12-20T12:23:57
663,A,100.05,2024-12-21T09:05:44
664,D,276.68,2025-01-13T07:10:28
665,B,98.67,2024-12-19T22:03:56
