record_id,category,value,timestamp
147,B,63.53,2025-01-08T20:43:51
148,C,371.11,2024-12-16T02:15:24
149,A,301.09,2025-01-04T13:47:35
150,D,360.29,2024-12-22T14:34:03
151,D,467.89,2025-01-01T02:12:34
152,B,81.85,2025-01-03T08:52:13
153,D,373.53,2025-01-08T07:35:36
154,C,13.41,2024-12-30T18:09:46
155,B,290.79,2024-12-16T02:02:02
156,B,309.02,2024-12-22T20:19:38
157,C,328.1,2024-12-20T07:36:26
158,D,151.64,2024-12-23T02:16:41
159,C,99.01,2025-01-12T16:10:41
160,C,318.87,2025-01-14T19:50:22
161,D,336.26,2025-01-03T09:16:43
162,C,435.6,2024-12-30T22:25:01
163,C,451.52,2025-01-13T00:05:57
164,D,320.65,2024-12-26T18:35:06
165,B,237.99,2024-12-29T19:53:25
166,D,375.04,2024-12-26T20:36:21
167,B,175.68,2025-01-08T07:29:26
168,C,101.81,2024-12-25T08:14:14
169,D,14.15,2025-01-08T02:49:35
170,C,95.12,2025-01-03T08:48:39
171,B,279.07,2025-01-03T21:59:06
172,A,32.28,2025-01-02T03:05:23
173,C,148.15,2024-12-31T01:22:40
174,A,194.84,2024-12-25T00:58:44
175,B,44.41,2024-12-16T09:52:27
176,A,319.29,2024-12-29T10:53:13
177,A,173.62,2025-01-14T19:23:30
178,A,335.76,2024-12-24T11:13:32
179,A,183.73,2025-01-10T13:29:23
180,B,57.99,2024-12-17T02:58:02
181,B,290.77,2025-01-05T17:37:22
182,C,302.02,2025-01-12T01:50:23
183,B,425.26,2024-12-29T18:43:51
184,C,254.81,2024-12-21T11:01:29
185,A,61.93,2024-12-18T20:34:31
186,B,443.11,2025-01-13T06:17:01
187,B,402.92,2024-12-18T23:13:40
188,D,144.9,2024-12-19T00:30:36
189,B,333.98,2025-01-13T10:51:11
190,B,270.36,2025-01-11T05:24:16
191,C,460.06,2025-01-09T06:14:05
192,B,253.18,2025-01-06T11:22:54
193,A,373.34,2025-01-03T02:36:14
194,A,155.9,2024-12-19T00:00:09
195,A,302.89,2024-12-18T09:33:56
196,B,374.06,2024-12-26T15:52:42
197,A,301.19,2025-01-10T06:29:04
198,A,124.1,2024-12-20T06:12:38
199,B,314.18,2024-12-22T15:41:36
200,B,69.48,2025-01-02T08:54:21
201,D,475.29,2024-12-28T20:35:48
202,D,370.34,2025-01-08T08:24:41
203,B,22.89,2024-12-30T18:27:29
204,B,72.53,2025-01-13T00:25:20
205,B,233.45,2025-01-03T16:40:58
206,D,351.41,2025-01-05T10:02:35
207,B,478.47,2025-01-04T15:32:15
208,A,233.95,2025-01-11T17:16:20
209,A,306.96,2025-01-06T07:46:37
210,B,215.35,2025-01-13T12:43:33
211,B,178.0,2024-12-26T06:02:32
212,A,175.3,2024-12-22T12:16:31
213,B,297.54,2025-01-02T07:00:59
214,D,268.1,2024-12-24T06:54:02
215,D,86.49,2024-12-29T20:46:40
216,C,234.59,2025-01-01T17:01:52
217,A,346.3,2025-01-11T17:51:25
218,D,322.25,2024-12-29T16:36:56
219,A,225.23,2025-01-01T01:39:52
220,C,370.88,2025-01-05T05:45:45
221,C,212.55,2025-01-09T20:15:09
222,B,219.0,2025-01-01T06:19:36
223,C,239.94,2025-01-01T10:02:21
224,D,120.5,2025-01-13T00:17:06
225,B,397.54,2025-01-01T11:14:28
226,A,46.05,2024-12-19T15:58:28
227,C,405.94,2024-12-30T20:16:59
228,D,127.69,2025-01-01T14:54:17
229,B,366.09,2024-12-28T01:48:54
230,C,159.53,2024-12-26T09:37:56
231,D,314.4,2024-12-21T09:00:28
232,B,302.34,2025-01-05T07:15:56
233,A,65.94,2024-12-26T00:33:11
234,D,24.11,2025-01-02T05:07:52
235,D,58.32,2025-01-04T02:45:50
236,A,307.34,2024-12-31T18:26:31
237,D,284.27,2024-12-28T10:21:17
238,D,227.61,2025-01-11T17:11:32
239,B,424.11,2025-01-13T11:32:52
240,B,33.61,2024-12-21T09:58:05
241,A,387.85,2024-12-18T13:59:14
242,C,474.21,2025-01-14T07:00:26
243,D,132.84,2025-01-12T23:43:47
244,C,429.43,2024-12-30T10:11:34
245,B,48.58,2025-01-09T17:22:48
246,B,52.32,2024-12-18T04:05:16
247,A,155.54,2024-12-17T05:06:28
248,C,250.81,2025-01-07T14:46:57
249,A,435.98,2024-12-31T07:26:05
250,C,244.08,2024-12-17T17:03:19
251,C,264.98,2024-12-18T13:01:51
252,D,64.29,2024-12-21T11:17:36
253,D,146.99,2024-12-22T21:21:32
254,A,49.55,2024-12-28T18:22:31
255,C,376.33,2025-01-12T23:28:04
256,D,471.7,2025-01-02T17:07:18
257,A,52.87,2025-01-14T07:18:26
258,C,148.33,2024-12-21T20:51:27
259,A,50.31,2024-12-29T08:36:28
260,C,419.72,2024-12-22T05:56:27
261,B,206.51,2025-01-12T04:33:36
262,A,210.72,2025-01-05T10:52:57
263,D,322.07,2025-01-05T23:56:59
264,B,233.79,2024-12-21T08:57:13
265,B,119.32,2025-01-13T22:40:47
266,A,268.27,2025-01-08T18:39:48
267,B,287.66,2024-12-29T12:35:23
268,B,360.93,2024-12-22T06:37:11
269,C,220.79,2024-12-20T01:05:50
270,A,302.17,2025-01-09T07:28:08
271,A,463.99,2025-01-11T15:29:38
272,B,41.79,2024-12-18T22:49:08
273,C,349.51,2024-12-30T06:33:10
274,D,207.82,2025-01-11T15:17:10
275,C,350.65,2025-01-07T23:08:59
276,C,55.54,2025-01-14T22:31:05
277,C,103.74,2024-12-21T08:01:06
278,D,436.94,2024-12-20T17:31:24
279,A,398.36,2024-12-16T09:30:43
280,A,321.1,2025-01-05T17:23:06
281,C,277.94,2025-01-11T06:35:31
282,C,446.99,2025-01-02T23:56:02
283,B,496.76,2024-12-16T07:00:13
284,A,318.15,2025-01-04T14:56:24
285,C,181.44,2025-01-09T15:57:54
286,A,61.92,2024-12-31T20:27:38
287,B,338.59,2024-12-25T04:20:56
288,C,486.02,2025-01-13T10:15:28
289,C,323.54,2025-01-14T19:56:32
290,C,390.48,2024-12-31T02:09:20
291,C,267.12,2024-12-25T11:34:51
292,A,359.49,2025-01-06T23:13:37
293,B,353.27,2025-01-08T10:07:38
294,B,61.51,2024-12-18T20:56:33
295,D,377.24,2024-12-24T07:23:36
296,D,346.75,2024-12-29T17:39:17
297,C,352.82,2025-01-07T16:01:48
298,C,175.81,2024-12-19T21:53:09
299,A,140.77,2024-12-17T16:13:49
300,A,243.5,2024-12-27T19:36:07
301,C,350.91,2024-12-29T09:48:00
302,B,315.57,2025-01-03T19:54:58
303,D,412.62,2024-12-25T22:52:04
304,B,465.75,2024-12-19T07:54:15
305,B,338.04,2024-12-26T12:16:57
306,D,366.18,2025-01-01T19:33:04
307,D,487.58,2024-12-25T01:10:39
308,A,374.49,2025-01-08T19:00:43
309,D,65.22,2024-12-17T03:52:33
310,D,463.89,2025-01-04T18:12:17
311,C,192.29,2024-12-26T21:09:41
312,C,210.64,2024-12-30T04:36:55
313,D,173.55,2024-12-25T09:02:54
314,D,314.08,2024-12-17T03:44:26
315,B,215.31,2025-01-10T07:57:14
316,A,60.76,2024-12-24T09:19:08
317,D,369.06,2025-01-02T22:02:52
318,D,412.33,2024-12-18T12:54:03
319,C,215.53,2024-12-24T13:24:05
320,A,424.67,2024-12-19T16:17:30
321,C,358.54,2024-12-18T13:42:55
322,A,135.33,2025-01-09T18:09:42
323,A,265.13,2025-01-08T04:05:44
324,C,73.53,2025-01-13T11:58:53
325,D,40.51,2024-12-19T21:18:43
326,C,224.42,2025-01-03T17:05:38
327,A,156.94,2024-12-26T06:02:28
328,B,301.96,2024-12-21T20:56:18
329,C,345.63,2024-12-23T01:34:18
330,D,81.46,2025-01-10T05:14:01
331,C,186.25,2024-12-28T23:42:47
332,B,170.72,2025-01-10T14:01:28
333,D,471.5,2024-12-18T09:53:57
334,C,195.94,2025-01-08T21:12:43
335,B,370.37,2024-12-25T02:29:58
336,A,238.99,2024-12-19T16:43:42
337,D,94.41,2025-01-14T04:26:49
338,D,45.11,2024-12-27T20:46:10
339,B,438.25,2025-01-03T10:19:19
340,C,379.17,2025-01-14T06:36:26
341,B,453.92,2024-12-31T14:59:34
342,A,110.03,2024-12-22T01:19:36
343,B,245.86,2025-01-08T07:08:56
344,B,174.99,2025-01-10T12:51:19
345,C,304.51,2024-12-28T13:31:18
346,A,189.38,2025-01-03T04:11:07
347,B,138.75,2025-01-04T10:31:19
348,B,62.95,2025-01-06T19:51:52
349,C,248.75,2024-12-31T00:51:17
350,B,402.77,2024-12-24T18:28:51
351,A,332.31,2025-01-11T19:01:42
352,D,437.43,2025-01-05T07:46:51
353,C,113.33,2024-12-19T01:47:03
354,A,168.36,2024-12-16T20:41:24
355,A,50.83,2025-01-13T14:42:03
356,D,381.86,2025-01-11T04:56:11
357,B,59.2,2024-12-18T19:33:15
358,A,333.68,2025-01-12T18:41:32
359,C,415.99,2025-01-06T01:20:21
360,B,233.98,2025-01-12T09:56:12
361,D,166.45,2025-01-12T18:51:19
362,D,388.07,2024-12-31T00:02:56
363,D,353.09,2024-12-25T04:28:15
364,D,478.42,2024-12-27T15:28:48
365,C,302.09,2025-01-05T03:51:04
366,B,324.61,2024-12-25T18:17:53
367,C,293.81,2024-12-30T03:41:32
368,C,308.42,2025-01-12T13:15:04
369,B,396.57,2025-01-09T17:59:20
370,D,392.44,2025-01-13T17:41:45
371,B,190.39,2024-12-23T09:11:23
372,C,152.27,2025-01-03T17:03:50
373,C,127.04,2025-01-05T15:08:46
374,C,14.0,2025-01-10T21:12:01
375,C,116.63,2025-01-06T07:50:29
376,A,87.02,2025-01-02T17:53:48
377,D,183.34,2025-01-06T13:46:39
378,B,395.94,2024-12-29T02:00:44
379,B,422.86,2025-01-05T00:18:03
380,A,60.96,2024-12-24T21:21:21
381,B,167.12,2025-01-11T19:48:19
382,D,404.8,2024-12-23T04:52:17
383,D,60.64,2025-01-11T09:55:14
384,B,286.82,2025-01-07T14:41:28
385,C,241.03,2024-12-28T06:28:45
386,B,335.2,2025-01-07T10:16:03
387,B,125.26,2024-12-28T12:07:10
388,D,273.93,2025-01-05T02:13:10
389,C,285.9,2024-12-29T13:04:35
390,B,344.46,2024-12-21T19:14:02
391,C,332.29,2024-12-25T17:03:12
392,D,301.07,2024-12-26T16:55:52
393,D,264.12,2024-12-25T20:00:26
394,D,206.69,2024-12-20T02:55:05
395,C,108.31,2024-12-28T04:00:31
396,B,334.6,2024-12-27T08:32:14
397,A,440.43,2024-12-23T06:14:47
398,D,315.72,2024-12-30T12:48:27
399,D,466.8,2024-12-24T01:44:08
400,D,330.39,2024-12-24T16:45:40
401,B,108.2,2025-01-11T04:41:36
402,A,449.14,2024-12-27T02:56:47
403,C,183.29,2024-12-22T11:52:20
404,C,99.12,2025-01-12T10:13:48
405,B,384.47,2025-01-11T03:11:33
406,D,360.5,2024-12-28T03:55:38
407,B,373.78,2024-12-19T13:13:14
408,C,188.49,2024-12-16T22:38:13
409,A,476.9,2024-12-27T05:56:15
410,D,430.6,2024-12-16T17:10:40
411,C,188.68,2024-12-18T14:25:19
412,B,110.91,2024-12-25T11:01:32
413,D,178.36,2024-12-28T07:47:36
414,C,402.24,2024-12-17T10:00:18
415,C,35.53,2024-12-18T05:59:55
416,B,355.86,2025-01-08T11:31:47
417,D,371.7,2025-01-13T00:36:38
418,A,231.71,2025-01-09T04:19:31
419,A,208.19,2025-01-09T14:29:57
420,B,366.75,2025-01-04T00:37:15
421,A,39.21,2024-12-16T09:48:45
422,D,305.45,2024-12-28T01:18:39
423,A,434.95,2025-01-01T07:53:37
424,B,223.61,2025-01-01T13:04:15
425,A,281.38,2024-12-27T14:06:13
426,A,143.93,2025-01-10T01:50:17
427,C,471.19,2024-12-26T11:49:44
428,D,112.36,2024-12-16T07:18:02
429,B,234.04,2024-12-22T12:54:33
430,B,125.02,2024-12-24T17:38:00
431,A,167.5,2024-12-19T18:47:41
432,A,385.83,2025-01-06T19:21:22
433,A,134.14,2024-12-30T16:50:21
434,B,438.37,2024-12-27T23:38:40
435,C,198.34,2025-01-10T05:31:58
436,C,18.3,2025-01-02T21:31:27
437,B,392.11,2024-12-26T15:09:03
438,A,154.95,2024-12-18T14:28:54
439,D,97.08,2024-12-24T11:59:36
440,C,144.43,2025-01-03T20:39:04
441,A,329.68,2025-01-05T23:59:24
442,B,236.3,2024-12-31T16:00:13
443,A,248.65,2024-12-23T19:52:32
444,B,115.06,2025-01-09T18:12:53
445,B,72.72,2025-01-04T04:41:07
446,C,371.11,2025-01-02T13:51:58
447,A,476.62,2024-12-28T20:46:24
448,B,265.5,2025-01-10T12:33:31
449,B,366.88,2024-12-21T08:53:39
450,A,238.85,2024-12-26T22:17:28
451,C,153.97,2025-01-03T14:25:33
452,C,451.95,2025-01-05T09:33:29
453,B,318.73,2024-12-27T07:28:58
454,B,200.87,2024-12-28T06:45:12
455,D,236.89,2025-01-03T20:59:28
456,B,439.18,2024-12-31T04:38:10
457,D,130.18,2024-12-22T23:25:08
458,C,203.7,2025-01-06T14:30:59
459,A,146.8,2024-12-22T11:31:44
460,A,28.29,2025-01-14T20:01:13
461,C,407.59,2025-01-09T22:25:40
462,D,181.42,2024-12-23T09:29:14
463,D,135.82,2025-01-12T17:56:59
464,A,333.62,2024-12-31T22:18:10
465,C,267.56,2025-01-14T13:33:42
466,C,303.27,2025-01-01T23:15:08
467,A,333.08,2025-01-07T11:08:48
468,B,408.89,2024-12-28T20:55:46
469,A,168.47,2025-01-06T05:13:57
470,A,252.85,2025-01-13T21:37:23
471,D,383.37,2024-12-30T20:09:39
472,C,181.74,2024-12-18T20:02:26
473,B,301.57,2024-12-16T05:21:11
474,A,496.82,2025-01-02T23:51:29
475,D,360.0,2024-12-17T07:51:11
476,A,485.67,2025-01-04T19:58:32
477,B,455.91,2024-12-24T17:11:40
478,D,39.07,2024-12-27T09:15:02
479,A,219.69,2025-01-13T06:12:20
480,C,356.71,2025-01-05T23:31:08
481,C,487.39,2024-12-25T02:55:00
482,B,181.02,2025-01-01T23:35:04
483,B,452.26,2024-12-19T06:39:12
484,D,252.95,2024-12-26T10:09:31
485,D,209.23,2024-12-26T17:13:53
486,B,385.04,2024-12-23T13:09:49
487,B,173.98,2025-01-09T13:12:48
488,C,311.58,2024-12-31T22:41:33
489,C,364.97,2024-12-31T16:04:53
490,C,466.81,2024-12-19T22:33:14
491,C,311.61,2025-01-13T05:47:04
492,C,200.57,2025-01-05T19:56:30
493,B,158.34,2024-12-23T09:54:23
494,C,155.84,2025-01-14T15:58:11
495,B,479.39,2025-01-08T22:59:28
496,C,319.2,2024-12-23T13:11:51
497,B,223.18,2024-12-24T14:25:30
498,A,332.04,2025-01-04T00:47:01
499,C,408.55,2024-12-19T03:19:53
500,C,155.22,2024-12-23T13:54:17
501,A,421.24,2024-12-27T10:46:19
502,C,324.66,2025-01-04T09:05:49
503,C,144.47,2024-12-22T23:20:19
504,D,313.4,2024-12-28T10:06:07
505,B,415.57,2025-01-11T07:08:40
506,C,21.09,2025-01-04T18:32:07
507,A,118.66,2025-01-11T01:34:58
508,A,76.03,2024-12-19T14:24:00
509,B,432.73,2024-12-21T06:46:43
510,A,102.62,2025-01-13T09:15:12
511,C,62.8,2024-12-24T05:46:25
512,C,183.41,2025-01-13T12:36:31
513,A,277.82,2024-12-28T11:04:14
514,C,33.31,2024-12-21T19:53:17
515,A,18.5,2024-12-30T23:41:54
516,B,14.74,2024-12-18T16:29:34
517,A,258.8,2025-01-09T12:56:12
518,A,175.96,2024-12-30T04:30:10
519,B,133.01,2025-01-14T22:43:23
520,C,74.98,2025-01-04T02:10:14
521,C,183.25,2025-01-04T03:54:59
522,C,226.15,2024-12-23T03:23:05
523,B,401.65,2024-12-16T11:28:05
524,D,265.05,2025-01-14T20:05:38
525,C,140.04,2025-01-02T03:21:08
526,A,32.7,2024-12-30T15:23:12
527,B,277.0,2024-12-17T13:55:39
528,B,343.45,2024-12-26T20:12:48
529,D,344.0,2025-01-11T15:48:21
530,C,266.99,2024-12-24T09:27:34
531,D,362.32,2025-01-07T04:53:18
532,C,192.9,2025-01-14T20:02:55
533,D,158.82,2024-12-19T14:03:02
534,D,416.81,2024-12-20T13:47:52
535,D,386.52,2024-12-22T20:08:10
536,C,331.56,2025-01-06T13:14:32
537,A,192.51,2024-12-19T16:42:09
538,A,172.38,2024-12-30T23:54:19
539,D,268.48,2025-01-14T01:48:33
540,D,232.46,2024-12-30T06:05:08
541,B,234.33,2025-01-13T17:26:11
542,D,340.66,2025-01-08T14:42:36
543,B,202.51,2024-12-17T10:21:34
544,B,241.89,2024-12-29T00:21:25
545,A,270.29,2024-12-30T16:43:11
546,D,429.44,2024-12-28T10:30:29
547,A,437.03,2025-01-11T15:08:58
548,D,20.57,2024-12-27T19:36:04
549,A,79.16,2024-12-23T11:26:00
550,D,339.72,2024-12-21T09:46:01
551,B,376.78,2025-01-12T14:50:20
552,D,74.83,2025-01-04T19:36:07
553,C,446.66,2025-01-07T03:22:50
554,D,405.56,2024-12-23T18:14:26
555,C,181.4,2025-01-02T16:51:55
556,B,340.8,2024-12-27T07:06:36
557,A,489.92,2025-01-01T11:21:11
558,B,196.94,2025-01-07T07:06:23
559,A,160.49,2024-12-21T10:56:13
560,A,28.14,2025-01-12T14:21:51
561,D,474.3,2024-12-20T08:45:45
562,D,177.83,2024-12-27T00:17:12
563,A,78.27,2025-01-11T14:38:01
564,B,226.95,2024-12-31T14:22:46
565,A,252.11,2024-12-29T08:38:55
566,D,25.03,2025-01-10T22:21:07
567,A,201.54,2024-12-31T23:05:56
568,C,242.19,2024-12-21T00:48:19
569,D,236.54,2024-12-27T05:45:16
570,B,143.1,2025-01-10T18:42:03
571,D,411.19,2024-12-17T20:57:56
572,B,75.48,2025-01-12T21:52:47
573,B,498.94,2025-01-12T15:38:48
574,B,404.87,2025-01-03T04:22:07
575,C,42.53,2025-01-04T04:49:43
576,B,421.55,2025-01-15T00:05:36
577,A,422.32,2024-12-25T11:19:12
578,D,157.89,2025-01-05T05:16:38
579,C,415.58,2024-12-30T17:38:14
580,D,74.83,2025-01-12T09:52:37
581,B,413.98,2025-01-08T04:28:12
582,D,134.45,2024-12-16T02:28:48
583,C,135.29,2025-01-01T01:23:55
584,A,33.95,2024-12-23T16:00:58
585,C,152.76,2024-12-21T12:19:03
586,A,178.98,2024-12-16T12:04:04
587,C,62.17,2025-01-10T15:53:39
588,D,457.45,2025-01-03T08:35:55
589,B,215.87,2024-12-19T15:37:48
590,A,24.74,2025-01-14T19:47:32
591,A,193.87,2024-12-22T13:07:59
592,C,423.74,2025-01-10T19:47:16
593,A,57.56,2024-12-30T02:26:06
594,D,75.85,2024-12-30T22:00:32
595,D,292.83,2024-12-31T00:40:10
596,A,451.97,2025-01-09T22:22:04
597,D,84.46,2025-01-12T02:17:28
598,D,357.14,2025-01-03T14:07:54
599,C,299.63,2024-12-28T08:29:15
600,A,36.6,2024-12-16T02:24:46
601,C,137.65,2025-01-08T00:41:52
602,D,342.08,2024-12-23T11:37:29
603,C,289.49,2025-01-14T11:09:34
604,A,425.51,2025-01-06T21:05:25
605,A,338.33,2025-01-08T12:30:32
606,A,319.41,2024-12-17T20:07:33
607,C,374.81,2024-12-24T07:20:41
608,C,295.05,2025-01-03T02:08:33
609,D,398.09,2025-01-12T23:20:48
610,C,265.44,2025-01-14T13:04:52
611,A,189.06,2024-12-30T06:02:50
612,C,160.49,2025-01-03T03:44:10
613,A,194.19,2025-01-04T14:43:19
614,A,305.65,2024-12-21T04:57:42
615,A,194.67,2024-12-23T01:01:30
616,A,248.38,2025-01-09T08:03:05
617,D,69.15,2025-01-08T08:44:45
618,A,163.65,2024-12-17T00:05:26
619,C,123.24,2025-01-05T08:32:57
620,C,137.09,2025-01-08T01:09:35
621,B,453.68,2024-12-24T15:05:53
622,A,54.56,2025-01-01T21:52:49
623,C,470.38,2024-12-29T16:38:39
624,C,366.22,2024-12-22T01:25:33
625,D,305.03,2025-01-07T12:42:10
626,C,190.32,2025-01-09T17:45:07
627,B,374.61,2025-01-01T15:45:26
628,A,497.86,2024-12-17T22:13:30
629,C,99.98,2025-01-07T10:49:40
630,A,51.83,2025-01-08T05:03:08
631,C,284.17,2025-01-02T12:39:32
632,B,106.83,2024-12-16T02:05:28
633,C,177.17,2025-01-10T22:18:19
634,B,90.48,2024-12-16T20:54:20
635,A,251.96,2024-12-16T10:50:13
636,A,40.46,2025-01-03T08:13:06
637,C,70.05,2024-12-24T18:47:26
638,A,283.66,2025-01-12T11:51:56
639,B,448.8,2024-12-19T04:24:03
640,C,306.88,2025-01-11T09:44:00
641,C,258.6,2024-12-17T05:50:35
642,C,454.99,2025-01-09T18:00:45
643,A,468.47,2025-01-04T10:13:47
644,A,442.39,2024-12-29T23:08:25
645,A,275.67,2024-12-29T03:05:38
646,C,67.46,2024-12-31T20:44:41
647,D,114.65,2025-01-09T14:01:27
648,B,392.83,2024-12-24T02:14:54
649,C,434.88,2025-01-05T12:51:54
650,D,308.77,2025-01-14T11:42:21
651,C,375.66,2025-01-04T11:07:28
652,C,116.21,2025-01-11T22:47:01
653,C,290.3,2024-12-19T15:54:03
654,B,318.82,2024-12-29T12:36:28
655,D,77.78,2025-01-11T18:37:36
656,B,329.24,2024-12-31T07:54:10
657,C,129.38,2024-12-29T04:56:14
658,D,167.8,2025-01-06T09:36:09
659,C,35.54,2025-01-01T11:03:19
660,D,388.76,2025-01-07T23:33:47
661,A,380.06,2024-12-17T06:14:51
662,D,307.45,2024-12-31T21:21:48
663,D,81.35,2024-12-19T23:19:46
664,C,478.84,2024-12-25T03:26:27
665,D,287.32,2025-01-12T21:12:46
